No,Shipment Invoice No.,SCT Ref.No,Site,EQ No,Case No.,Pkg,Storage,Description,L(CM),W(CM),H(CM),CBM,N.W(kgs),G.W(kgs),Stack,HS Code,Currency,Price,Vessel,COE,POL,POD,ETD/ATD,ETA/ATA,DSV Indoor,DSV Al Markaz,DSV Outdoor,Hauler Indoor,DSV MZP,MOSB,Shifting,MIR,SHU,DAS,AGI,Source_Sheet,Vendor,DHL WH,JDN MZD,AAA Storage,Status_WAREHOUSE,Status_SITE,Status_Current,Status_Location,Status_Location_Date,Status_Storage,wh_handling_legacy,site handling,total handling,minus,final handling,SQM,Stack_Status,Source_File,HAULER,Status_Location_YearMonth,site_handling_original,total_handling_original,wh_handling_original,FLOW_CODE,FLOW_DESCRIPTION,Final_Location,입고일자
2812,PRL-MIR-026-O ,HVDC-ADOPT-HE-0351,MIR,EQ-273,280878,1,Outdoor covered,4F OM1 MULTIMODE LSZH,122.0,82.0,103.0,1.030412,98.0,184.0,Stackable 2 tier,90011090,SEK,173270.0616377328,MSC MIRJA,United Kingdom,LONDON GATEWAY,Khalifa port,2025-04-12,2025-06-05,,,,,,,,2025-06-17,,,,"Case List, RIL",HITACHI,,,,,1.0,site,MIR,2025-06-17,site,0,1,1,1,2,,,HITACHI(HE),,,1,1,0,1,Port → Site,MIR,
2813,PRL-MIR-026-O ,HVDC-ADOPT-HE-0351,MIR,EQ-273,280879,1,Outdoor covered,8F OM1 MULTIMODE LSZH,122.0,82.0,103.0,1.030412,60.0,136.0,Stackable 2 tier,90011090,SEK,173270.0616377328,MSC MIRJA,United Kingdom,LONDON GATEWAY,Khalifa port,2025-04-12,2025-06-05,,,,,,,,2025-06-17,,,,"Case List, RIL",HITACHI,,,,,1.0,site,MIR,2025-06-17,site,0,1,1,1,2,,,HITACHI(HE),,,1,1,0,1,Port → Site,MIR,
2814,PRL-MIR-026-O ,HVDC-ADOPT-HE-0351,MIR,EQ-273,280880,1,Outdoor covered,CAT6 A S/FTP LSZH,122.0,82.0,53.0,0.530212,88.0,174.0,Stackable 2 tier,90011090,SEK,173270.0616377328,MSC MIRJA,United Kingdom,LONDON GATEWAY,Khalifa port,2025-04-12,2025-06-05,,,,,,,,2025-06-17,,,,"Case List, RIL",HITACHI,,,,,1.0,site,MIR,2025-06-17,site,0,1,1,1,2,,,HITACHI(HE),,,1,1,0,1,Port → Site,MIR,
2815,PRL-MIR-041-O,HVDC-ADOPT-HE-0378,MIR,EQ-043,280881,1,Outdoor covered,"AC Filter arrester, FA1",189.0,84.0,78.0,1.238328,330.0,375.0,Stackable 3 tier,85354000,SEK,252112.5,MSC GIUSY,SWEDEN,Gothenburg,Khalifa port,2025-06-12,2025-07-30,,,,,,,,2025-08-14,,,,"Case List, RIL",HITACHI,,,,,1.0,site,MIR,2025-08-14,site,0,1,1,1,2,,,HITACHI(HE),,,1,1,0,1,Port → Site,MIR,
2816,PRL-MIR-041-O-Spare,HVDC-ADOPT-HE-0379,MIR,EQ-043,280882,1,Outdoor covered,"AC Filter arrester, FA1, spare",232.0,31.0,42.0,0.302064,50.0,70.0,Stackable 3 tier,85354000,SEK,252112.5,MSC GIUSY,SWEDEN,Gothenburg,Khalifa port,2025-06-12,2025-07-30,,,,,,,,2025-08-14,,,,"Case List, RIL",HITACHI,,,,,1.0,site,MIR,2025-08-14,site,0,1,1,1,2,,,HITACHI(HE),,,1,1,0,1,Port → Site,MIR,
2817,PRL-CS-038-O,HVDC-ADOPT-HE-0382,MIR,EQ-101,280883,1,Indoor,"1JNL334038 - Station Control and Monitoring 1, SCM 1",246.5,106.5,142.0,3.7278195,300.0,610.0,Stackable 2 tier,85371098,SEK,546215.0,MSC MONICA III,India,Ennore,Khalifa port,2025-06-20,2025-07-19,2025-07-30,,,,,,,,,,,"Case List, RIL",HITACHI,,,,1.0,,warehouse,DSV Indoor,2025-07-30,warehouse,1,0,1,-1,0,,,HITACHI(HE),,,0,1,1,2,Port → WH → Site,DSV Indoor,
2818,PRL-CS-038-O,HVDC-ADOPT-HE-0382,MIR,EQ-101,280884,1,Indoor,"1JNL334039 - Station Control and Monitoring 2, SCM 2",246.5,106.5,142.0,3.7278195,300.0,610.0,Stackable 2 tier,85371098,SEK,546215.0,MSC MONICA III,India,Ennore,Khalifa port,2025-06-20,2025-07-19,2025-07-30,,,,,,,,,,,"Case List, RIL",HITACHI,,,,1.0,,warehouse,DSV Indoor,2025-07-30,warehouse,1,0,1,-1,0,,,HITACHI(HE),,,0,1,1,2,Port → WH → Site,DSV Indoor,
2819,PRL-CS-038-O,HVDC-ADOPT-HE-0382,MIR,EQ-101,280885,1,Indoor,"1JNL334040 - Station Control and Monitoring 3, SCM 3",246.5,106.5,142.0,3.7278195,300.0,610.0,Stackable 2 tier,85371098,SEK,546215.0,MSC MONICA III,India,Ennore,Khalifa port,2025-06-20,2025-07-19,2025-07-30,,,,,,,,,,,"Case List, RIL",HITACHI,,,,1.0,,warehouse,DSV Indoor,2025-07-30,warehouse,1,0,1,-1,0,,,HITACHI(HE),,,0,1,1,2,Port → WH → Site,DSV Indoor,
2820,PRL-CS-038-O,HVDC-ADOPT-HE-0382,MIR,EQ-101,280886,1,Indoor,1JNL334041 - Station Control SC1A,246.5,106.5,102.0,2.6777295,220.0,500.0,Stackable 2 tier,85371098,SEK,546215.0,MSC MONICA III,India,Ennore,Khalifa port,2025-06-20,2025-07-19,2025-07-30,,,,,,,,,,,"Case List, RIL",HITACHI,,,,1.0,,warehouse,DSV Indoor,2025-07-30,warehouse,1,0,1,-1,0,,,HITACHI(HE),,,0,1,1,2,Port → WH → Site,DSV Indoor,
2821,PRL-CS-038-O,HVDC-ADOPT-HE-0382,MIR,EQ-101,280887,1,Indoor,1JNL334042 - Station Control SC1B,246.5,106.5,102.0,2.6777295,220.0,500.0,Stackable 2 tier,85371098,SEK,546215.0,MSC MONICA III,India,Ennore,Khalifa port,2025-06-20,2025-07-19,2025-07-30,,,,,,,,,,,"Case List, RIL",HITACHI,,,,1.0,,warehouse,DSV Indoor,2025-07-30,warehouse,1,0,1,-1,0,,,HITACHI(HE),,,0,1,1,2,Port → WH → Site,DSV Indoor,
2822,PRL-CS-038-O,HVDC-ADOPT-HE-0382,MIR,EQ-101,280888,1,Indoor,"1JNL334044 - Pole Control and Protection 1A, PCP1A",246.5,106.5,102.0,2.6777295,220.0,500.0,Stackable 2 tier,85371098,SEK,546215.0,MSC MONICA III,India,Ennore,Khalifa port,2025-06-20,2025-07-19,2025-07-30,,,,,,,2025-08-26,,,,"Case List, RIL",HITACHI,,,,1.0,1.0,site,MIR,2025-08-26,site,1,1,2,0,2,,,HITACHI(HE),,,1,2,1,2,Port → WH → Site,MIR,
2823,PRL-CS-038-O,HVDC-ADOPT-HE-0382,MIR,EQ-101,280889,1,Indoor,"1JNL334045 - Pole Control and Protection 1B, PCP1B",246.5,106.5,102.0,2.6777295,220.0,500.0,Stackable 2 tier,85371098,SEK,546215.0,MSC MONICA III,India,Ennore,Khalifa port,2025-06-20,2025-07-19,2025-07-30,,,,,,,2025-08-26,,,,"Case List, RIL",HITACHI,,,,1.0,1.0,site,MIR,2025-08-26,site,1,1,2,0,2,,,HITACHI(HE),,,1,2,1,2,Port → WH → Site,MIR,
2824,PRL-CS-038-O,HVDC-ADOPT-HE-0382,MIR,EQ-101,280890,1,Indoor,"1JNL334051 - AC Switchyard Interface 11A, ASI 11A",246.5,186.5,102.0,4.6891695,315.0,688.0,Stackable 2 tier,85371098,SEK,546215.0,MSC MONICA III,India,Ennore,Khalifa port,2025-06-20,2025-07-19,2025-07-30,,,,,,,,,,,"Case List, RIL",HITACHI,,,,1.0,,warehouse,DSV Indoor,2025-07-30,warehouse,1,0,1,-1,0,,,HITACHI(HE),,,0,1,1,2,Port → WH → Site,DSV Indoor,
2825,PRL-CS-038-O,HVDC-ADOPT-HE-0382,MIR,EQ-101,280891,1,Indoor,"1JNL334052 - AC Switchyard Interface 11B, ASI 11B",246.5,186.5,102.0,4.6891695,300.0,673.0,Stackable 2 tier,85371098,SEK,546215.0,MSC MONICA III,India,Ennore,Khalifa port,2025-06-20,2025-07-19,2025-07-30,,,,,,,2025-09-18,,,,"Case List, RIL",HITACHI,,,,1.0,1.0,site,MIR,2025-09-18,site,1,1,2,0,2,,,HITACHI(HE),,,1,2,1,2,Port → WH → Site,MIR,
2826,PRL-CS-038-O,HVDC-ADOPT-HE-0382,MIR,EQ-101,280892,1,Indoor,1JNL334049 - Converter Breaker Interface (CBI) 11A,246.5,186.5,102.0,4.6891695,370.0,743.0,Stackable 2 tier,85371098,SEK,546215.0,MSC MONICA III,India,Ennore,Khalifa port,2025-06-20,2025-07-19,2025-07-30,,,,,,,,,,,"Case List, RIL",HITACHI,,,,1.0,,warehouse,DSV Indoor,2025-07-30,warehouse,1,0,1,-1,0,,,HITACHI(HE),,,0,1,1,2,Port → WH → Site,DSV Indoor,
2827,PRL-CS-038-O,HVDC-ADOPT-HE-0382,MIR,EQ-101,280893,1,Indoor,1JNL334050 - Converter Breaker Interface (CBI) 11B,246.5,186.5,102.0,4.6891695,355.0,728.0,Stackable 2 tier,85371098,SEK,546215.0,MSC MONICA III,India,Ennore,Khalifa port,2025-06-20,2025-07-19,2025-07-30,,,,,,,,,,,"Case List, RIL",HITACHI,,,,1.0,,warehouse,DSV Indoor,2025-07-30,warehouse,1,0,1,-1,0,,,HITACHI(HE),,,0,1,1,2,Port → WH → Site,DSV Indoor,
2828,PRL-CS-038-O,HVDC-ADOPT-HE-0382,MIR,EQ-101,280894,1,Indoor,"1JNL334053 - Transformer Switchyard Interface 11A, TSI 11A",246.5,186.5,102.0,4.6891695,295.0,668.0,Stackable 2 tier,85371098,SEK,546215.0,MSC MONICA III,India,Ennore,Khalifa port,2025-06-20,2025-07-19,2025-07-30,,,,,,,,,,,"Case List, RIL",HITACHI,,,,1.0,,warehouse,DSV Indoor,2025-07-30,warehouse,1,0,1,-1,0,,,HITACHI(HE),,,0,1,1,2,Port → WH → Site,DSV Indoor,
2829,PRL-CS-038-O,HVDC-ADOPT-HE-0382,MIR,EQ-101,280895,1,Indoor,"1JNL334054 - Transformer Switchyard Interface 11B, TSI 11B",246.5,186.5,102.0,4.6891695,295.0,668.0,Stackable 2 tier,85371098,SEK,546215.0,MSC MONICA III,India,Ennore,Khalifa port,2025-06-20,2025-07-19,2025-07-30,,,,,,,2025-09-18,,,,"Case List, RIL",HITACHI,,,,1.0,1.0,site,MIR,2025-09-18,site,1,1,2,0,2,,,HITACHI(HE),,,1,2,1,2,Port → WH → Site,MIR,
2830,PRL-CS-038-O,HVDC-ADOPT-HE-0382,MIR,EQ-101,280896,1,Indoor,"1JNL334055 - Transformer Switchyard Interface 12A, TSI 12A",246.5,186.5,102.0,4.6891695,310.0,683.0,Stackable 2 tier,85371098,SEK,546215.0,MSC MONICA III,India,Ennore,Khalifa port,2025-06-20,2025-07-19,2025-07-30,,,,,,,,,,,"Case List, RIL",HITACHI,,,,1.0,,warehouse,DSV Indoor,2025-07-30,warehouse,1,0,1,-1,0,,,HITACHI(HE),,,0,1,1,2,Port → WH → Site,DSV Indoor,
2831,PRL-CS-038-O,HVDC-ADOPT-HE-0382,MIR,EQ-101,280897,1,Indoor,"1JNL334056 - Transformer Switchyard Interface 12B, TSI 12B",246.5,186.5,102.0,4.6891695,310.0,683.0,Stackable 2 tier,85371098,SEK,546215.0,MSC MONICA III,India,Ennore,Khalifa port,2025-06-20,2025-07-19,2025-07-30,,,,,,,2025-09-18,,,,"Case List, RIL",HITACHI,,,,1.0,1.0,site,MIR,2025-09-18,site,1,1,2,0,2,,,HITACHI(HE),,,1,2,1,2,Port → WH → Site,MIR,
2832,PRL-CS-038-O,HVDC-ADOPT-HE-0382,MIR,EQ-101,280898,1,Indoor,"1JNL334057 - Transformer Switchyard Interface 13A, TSI 13A",246.5,186.5,102.0,4.6891695,305.0,678.0,Stackable 2 tier,85371098,SEK,546215.0,MSC MONICA III,India,Ennore,Khalifa port,2025-06-20,2025-07-19,2025-07-30,,,,,,,,,,,"Case List, RIL",HITACHI,,,,1.0,,warehouse,DSV Indoor,2025-07-30,warehouse,1,0,1,-1,0,,,HITACHI(HE),,,0,1,1,2,Port → WH → Site,DSV Indoor,
2833,PRL-CS-038-O,HVDC-ADOPT-HE-0382,MIR,EQ-101,280899,1,Indoor,"1JNL334058 - Transformer Switchyard Interface 13B, TSI 13B",246.5,186.5,102.0,4.6891695,300.0,673.0,Stackable 2 tier,85371098,SEK,546215.0,MSC MONICA III,India,Ennore,Khalifa port,2025-06-20,2025-07-19,2025-07-30,,,,,,,2025-09-18,,,,"Case List, RIL",HITACHI,,,,1.0,1.0,site,MIR,2025-09-18,site,1,1,2,0,2,,,HITACHI(HE),,,1,2,1,2,Port → WH → Site,MIR,
2834,PRL-CS-038-O,HVDC-ADOPT-HE-0382,MIR,EQ-101,280900,1,Indoor,"1JNL334059 - Valve Measurement Interface 11A, VMI 11A",246.5,106.5,102.0,2.6777295,165.0,445.0,Stackable 2 tier,85371098,SEK,546215.0,MSC MONICA III,India,Ennore,Khalifa port,2025-06-20,2025-07-19,2025-07-30,,,,,,,,,,,"Case List, RIL",HITACHI,,,,1.0,,warehouse,DSV Indoor,2025-07-30,warehouse,1,0,1,-1,0,,,HITACHI(HE),,,0,1,1,2,Port → WH → Site,DSV Indoor,
2835,PRL-CS-038-O,HVDC-ADOPT-HE-0382,MIR,EQ-101,280901,1,Indoor,"1JNL334060 - Valve Measurement Interface 11B, VMI 11B",246.5,106.5,102.0,2.6777295,170.0,450.0,Stackable 2 tier,85371098,SEK,546215.0,MSC MONICA III,India,Ennore,Khalifa port,2025-06-20,2025-07-19,2025-07-30,,,,,,,2025-09-18,,,,"Case List, RIL",HITACHI,,,,1.0,1.0,site,MIR,2025-09-18,site,1,1,2,0,2,,,HITACHI(HE),,,1,2,1,2,Port → WH → Site,MIR,
2836,PRL-CS-038-O,HVDC-ADOPT-HE-0382,MIR,EQ-101,280902,1,Indoor,"1JNL334061 - DC Switchyard Interface 11A, DSI 11A",246.5,186.5,102.0,4.6891695,285.0,658.0,Stackable 2 tier,85371098,SEK,546215.0,MSC MONICA III,India,Ennore,Khalifa port,2025-06-20,2025-07-19,2025-07-30,,,,,,,,,,,"Case List, RIL",HITACHI,,,,1.0,,warehouse,DSV Indoor,2025-07-30,warehouse,1,0,1,-1,0,,,HITACHI(HE),,,0,1,1,2,Port → WH → Site,DSV Indoor,
2837,PRL-CS-038-O,HVDC-ADOPT-HE-0382,MIR,EQ-101,280903,1,Indoor,"1JNL334062 - DC Switchyard Interface 11B, DSI 11B",246.5,186.5,102.0,4.6891695,285.0,658.0,Stackable 2 tier,85371098,SEK,546215.0,MSC MONICA III,India,Ennore,Khalifa port,2025-06-20,2025-07-19,2025-07-30,,,,,,,2025-09-18,,,,"Case List, RIL",HITACHI,,,,1.0,1.0,site,MIR,2025-09-18,site,1,1,2,0,2,,,HITACHI(HE),,,1,2,1,2,Port → WH → Site,MIR,
2838,PRL-CS-038-O,HVDC-ADOPT-HE-0382,MIR,EQ-101,280904,1,Indoor,"1JNL334063 - DC Switchyard Interface 12A, DSI 12A",246.5,186.5,102.0,4.6891695,330.0,703.0,Stackable 2 tier,85371098,SEK,546215.0,MSC MONICA III,India,Ennore,Khalifa port,2025-06-20,2025-07-19,2025-07-30,,,,,,,,,,,"Case List, RIL",HITACHI,,,,1.0,,warehouse,DSV Indoor,2025-07-30,warehouse,1,0,1,-1,0,,,HITACHI(HE),,,0,1,1,2,Port → WH → Site,DSV Indoor,
2839,PRL-CS-038-O,HVDC-ADOPT-HE-0382,MIR,EQ-101,280905,1,Indoor,"1JNL334064 - DC Switchyard Interface 12B, DSI 12B",246.5,186.5,102.0,4.6891695,330.0,703.0,Stackable 2 tier,85371098,SEK,546215.0,MSC MONICA III,India,Ennore,Khalifa port,2025-06-20,2025-07-19,2025-07-30,,,,,,,2025-09-18,,,,"Case List, RIL",HITACHI,,,,1.0,1.0,site,MIR,2025-09-18,site,1,1,2,0,2,,,HITACHI(HE),,,1,2,1,2,Port → WH → Site,MIR,
2840,PRL-CS-038-O,HVDC-ADOPT-HE-0382,MIR,EQ-101,280906,1,Indoor,"1JNL334067 - Auxiliary Computer 11A, AXC 11A",246.5,106.5,102.0,2.6777295,220.0,500.0,Stackable 2 tier,85371098,SEK,546215.0,MSC MONICA III,India,Ennore,Khalifa port,2025-06-20,2025-07-19,2025-07-30,,,,,,,2025-08-26,,,,"Case List, RIL",HITACHI,,,,1.0,1.0,site,MIR,2025-08-26,site,1,1,2,0,2,,,HITACHI(HE),,,1,2,1,2,Port → WH → Site,MIR,
2841,PRL-CS-038-O,HVDC-ADOPT-HE-0382,MIR,EQ-101,280907,1,Indoor,"1JNL334068 - Auxiliary Computer 11B, AXC 11B",246.5,106.5,102.0,2.6777295,220.0,500.0,Stackable 2 tier,85371098,SEK,546215.0,MSC MONICA III,India,Ennore,Khalifa port,2025-06-20,2025-07-19,2025-07-30,,,,,,,2025-08-26,,,,"Case List, RIL",HITACHI,,,,1.0,1.0,site,MIR,2025-08-26,site,1,1,2,0,2,,,HITACHI(HE),,,1,2,1,2,Port → WH → Site,MIR,
2842,PRL-CS-038-O,HVDC-ADOPT-HE-0382,MIR,EQ-101,280908,1,Indoor,"1JNL334069 - Auxiliary Interface 11A, AXI 11A",246.5,186.5,102.0,4.6891695,350.0,723.0,Stackable 2 tier,85371098,SEK,546215.0,MSC MONICA III,India,Ennore,Khalifa port,2025-06-20,2025-07-19,2025-07-30,,,,,,,2025-08-19,,,,"Case List, RIL",HITACHI,,,,1.0,1.0,site,MIR,2025-08-19,site,1,1,2,0,2,,,HITACHI(HE),,,1,2,1,2,Port → WH → Site,MIR,
2843,PRL-CS-038-O,HVDC-ADOPT-HE-0382,MIR,EQ-101,280909,1,Indoor,"1JNL334070 - Auxiliary Interface 11B, AXI 11B",246.5,186.5,102.0,4.6891695,335.0,708.0,Stackable 2 tier,85371098,SEK,546215.0,MSC MONICA III,India,Ennore,Khalifa port,2025-06-20,2025-07-19,2025-07-30,,,,,,,2025-08-19,,,,"Case List, RIL",HITACHI,,,,1.0,1.0,site,MIR,2025-08-19,site,1,1,2,0,2,,,HITACHI(HE),,,1,2,1,2,Port → WH → Site,MIR,
2844,PRL-CS-038-O,HVDC-ADOPT-HE-0382,MIR,EQ-101,280910,1,Indoor,"1JNL334071 - Auxiliary Interface 12A, AXI 12A",246.5,186.5,102.0,4.6891695,330.0,703.0,Stackable 2 tier,85371098,SEK,546215.0,MSC MONICA III,India,Ennore,Khalifa port,2025-06-20,2025-07-19,2025-07-30,,,,,,,2025-08-19,,,,"Case List, RIL",HITACHI,,,,1.0,1.0,site,MIR,2025-08-19,site,1,1,2,0,2,,,HITACHI(HE),,,1,2,1,2,Port → WH → Site,MIR,
